lon,lon
8.549493789672852,8.549494
8.599540710449219,8.599541
8.649585723876953,8.649586
8.69963264465332,8.699633
8.749677658081055,8.749678
8.799724578857422,8.799725
8.849769592285156,8.84977
8.899816513061523,8.8998165
8.949861526489258,8.949862
8.999908447265625,8.999908
9.04995346069336,9.049953
9.100000381469727,9.1
9.150045394897461,9.150045
9.200092315673828,9.200092
9.250137329101562,9.250137
9.30018424987793,9.300184
9.350229263305664,9.350229
9.400276184082031,9.400276
9.450321197509766,9.450321
9.500368118286133,9.500368
9.550413131713867,9.550413
9.600460052490234,9.60046
9.650505065917969,9.650505
9.700551986694336,9.700552
9.75059700012207,9.750597
9.800643920898438,9.800644
9.850688934326172,9.850689
9.900735855102539,9.900736
9.950780868530273,9.950781
10.00082778930664,10.000828
10.050872802734375,10.050873
10.100919723510742,10.10092
10.150964736938477,10.150965
10.201011657714844,10.201012
10.251056671142578,10.251057
10.301103591918945,10.301104
10.35114860534668,10.351149
10.401195526123047,10.401196
10.451240539550781,10.451241
10.501287460327148,10.501287
10.551332473754883,10.551332
10.60137939453125,10.601379
10.651424407958984,10.651424
10.701471328735352,10.701471
10.751516342163086,10.751516
10.801563262939453,10.801563
10.851608276367188,10.851608
10.901655197143555,10.901655
10.951700210571289,10.9517
11.001747131347656,11.001747
11.05179214477539,11.051792
11.101839065551758,11.101839
11.151884078979492,11.151884
11.20193099975586,11.201931
11.251976013183594,11.251976
11.302022933959961,11.302023
11.352067947387695,11.352068
11.402114868164062,11.402115
11.452159881591797,11.45216
11.502206802368164,11.502207
11.552251815795898,11.552252
11.602298736572266,11.602299
11.65234375,11.652344
11.702390670776367,11.702391
11.752435684204102,11.752436
11.802480697631836,11.802481
11.852527618408203,11.852528
11.902572631835938,11.902573
11.952619552612305,11.95262
12.002664566040039,12.002665
12.052711486816406,12.0527115
12.10275650024414,12.1027565
12.152803421020508,12.152803
12.202848434448242,12.202848
12.25289535522461,12.252895
12.302940368652344,12.30294
12.352987289428711,12.352987
12.403032302856445,12.403032
12.453079223632812,12.453079
12.503124237060547,12.503124
12.553171157836914,12.553171
12.603216171264648,12.603216
12.653263092041016,12.653263
12.70330810546875,12.703308
12.753355026245117,12.753355
12.803400039672852,12.8034
12.853446960449219,12.853447
12.903491973876953,12.903492
12.95353889465332,12.953539
13.003583908081055,13.003584
13.053630828857422,13.053631
13.103675842285156,13.103676
13.153722763061523,13.153723
13.203767776489258,13.203768
13.253814697265625,13.253815
13.30385971069336,13.30386
13.353906631469727,13.353907
13.403951644897461,13.403952
13.453998565673828,13.453999
13.504043579101562,13.504044
13.55409049987793,13.5540905
13.604135513305664,13.6041355
13.654182434082031,13.654182
13.704227447509766,13.704227
13.754274368286133,13.754274
13.804319381713867,13.804319
13.854366302490234,13.854366
13.904411315917969,13.904411
13.954456329345703,13.954456
14.004505157470703,14.004505
14.054550170898438,14.05455
14.104595184326172,14.104595
14.154640197753906,14.15464
14.204689025878906,14.204689
14.25473403930664,14.254734
14.304779052734375,14.304779
14.35482406616211,14.354824
14.40487289428711,14.404873
14.454917907714844,14.454918
14.504962921142578,14.504963
14.555007934570312,14.555008
14.605056762695312,14.605057
14.655101776123047,14.655102
14.705146789550781,14.705147
14.755191802978516,14.755192
14.805240631103516,14.805241
14.85528564453125,14.855286
14.905330657958984,14.905331
14.955375671386719,14.955376
15.005424499511719,15.0054245
15.055469512939453,15.0554695
15.105514526367188,15.105515
15.155559539794922,15.15556
15.205608367919922,15.205608
15.255653381347656,15.255653
15.30569839477539,15.305698
15.355743408203125,15.355743
15.405792236328125,15.405792
15.45583724975586,15.455837
15.505882263183594,15.505882
15.555927276611328,15.555927
15.605976104736328,15.605976
15.656021118164062,15.656021
15.706066131591797,15.706066
15.756111145019531,15.756111
15.806159973144531,15.80616
15.856204986572266,15.856205
15.90625,15.90625
15.956295013427734,15.956295
16.006343841552734,16.006344
16.05638885498047,16.056389
16.106433868408203,16.106434
16.156478881835938,16.156479
16.206523895263672,16.206524
16.256572723388672,16.256573
16.306617736816406,16.306618
16.35666275024414,16.356663
16.406707763671875,16.406708
16.456756591796875,16.456757
16.50680160522461,16.506802
16.556846618652344,16.556847
16.606891632080078,16.606892
16.656940460205078,16.65694
16.706985473632812,16.706985
16.757030487060547,16.75703
16.80707550048828,16.807076
16.85712432861328,16.857124
16.907169342041016,16.90717
16.95721435546875,16.957214
17.007259368896484,17.00726
17.057308197021484,17.057308
17.10735321044922,17.107353
17.157398223876953,17.157398
17.207443237304688,17.207443
17.257492065429688,17.257492
17.307537078857422,17.307537
17.357582092285156,17.357582
17.40762710571289,17.407627
17.45767593383789,17.457676
17.507720947265625,17.50772
17.55776596069336,17.557766
17.607810974121094,17.607811
17.657859802246094,17.65786
17.707904815673828,17.707905
17.757949829101562,17.75795
17.807994842529297,17.807995
17.858043670654297,17.858044
17.90808868408203,17.908089
17.958133697509766,17.958134
18.0081787109375,18.008179
18.0582275390625,18.058228
18.108272552490234,18.108273
18.15831756591797,18.158318
18.208362579345703,18.208363
18.258411407470703,18.258411
18.308456420898438,18.308456
18.358501434326172,18.358501
18.408546447753906,18.408546
18.458595275878906,18.458595
18.50864028930664,18.50864
18.558685302734375,18.558685
18.60873031616211,18.60873
18.65877914428711,18.65878
18.708824157714844,18.708824
18.758869171142578,18.75887
18.808914184570312,18.808914
18.858963012695312,18.858963
18.909008026123047,18.909008
18.95905303955078,18.959053
19.009098052978516,19.009098
19.059146881103516,19.059147
19.10919189453125,19.109192
19.159236907958984,19.159237
19.20928192138672,19.209282
19.25933074951172,19.25933
19.309375762939453,19.309376
19.359420776367188,19.35942
19.409465789794922,19.409466
19.459514617919922,19.459515
19.509559631347656,19.50956
19.55960464477539,19.559605
19.609649658203125,19.60965
19.659698486328125,19.659698
19.70974349975586,19.709743
19.759788513183594,19.759789
19.809833526611328,19.809834
19.859882354736328,19.859882
19.909927368164062,19.909927
19.959972381591797,19.959972
20.01001739501953,20.010017
20.06006622314453,20.060066
20.110111236572266,20.110111
20.16015625,20.160156
20.210201263427734,20.210201
20.260250091552734,20.26025
20.31029510498047,20.310295
20.360340118408203,20.36034
20.410385131835938,20.410385
20.460430145263672,20.46043
20.510478973388672,20.510479
20.560523986816406,20.560524
20.61056900024414,20.610569
20.660614013671875,20.660614
20.710662841796875,20.710663
20.76070785522461,20.760708
20.810752868652344,20.810753
20.860797882080078,20.860798
20.910846710205078,20.910847
20.960891723632812,20.960892
21.010936737060547,21.010937
21.06098175048828,21.060982
21.11103057861328,21.11103
21.161075592041016,21.161076
21.21112060546875,21.21112
21.261165618896484,21.261166
21.311214447021484,21.311214
21.36125946044922,21.36126
21.411304473876953,21.411304
21.461349487304688,21.46135
21.511398315429688,21.511398
21.561443328857422,21.561443
21.611488342285156,21.611488
21.66153335571289,21.661533
21.71158218383789,21.711582
21.761627197265625,21.761627
21.81167221069336,21.811672
21.861717224121094,21.861717
21.911766052246094,21.911766
21.961811065673828,21.961811
22.011856079101562,22.011856
22.061901092529297,22.061901
22.111949920654297,22.11195
22.16199493408203,22.161995
22.212039947509766,22.21204
22.2620849609375,22.262085
22.3121337890625,22.312134
22.362178802490234,22.362179
22.41222381591797,22.412224
22.462268829345703,22.462269
22.512317657470703,22.512318
22.562362670898438,22.562363
22.612407684326172,22.612408
22.662452697753906,22.662453
22.712501525878906,22.712502
22.76254653930664,22.762547
22.812591552734375,22.812592
22.86263656616211,22.862637
22.91268539428711,22.912685
22.962730407714844,22.96273
23.012775421142578,23.012775
23.062820434570312,23.06282
23.112869262695312,23.11287
23.162914276123047,23.162914
23.21295928955078,23.21296
23.263004302978516,23.263004
23.313053131103516,23.313053
23.36309814453125,23.363098
23.413143157958984,23.413143
23.46318817138672,23.463188
23.51323699951172,23.513237
23.563282012939453,23.563282
23.613327026367188,23.613327
23.663372039794922,23.663372
23.713420867919922,23.71342
23.763465881347656,23.763466
23.81351089477539,23.81351
23.863555908203125,23.863556
23.913604736328125,23.913605
23.96364974975586,23.96365
24.013694763183594,24.013695
24.063739776611328,24.06374
24.113788604736328,24.113789
24.163833618164062,24.163834
24.213878631591797,24.213879
24.26392364501953,24.263924
24.31397247314453,24.313972
24.364017486572266,24.364017
24.4140625,24.414062
24.464107513427734,24.464108
24.514156341552734,24.514156
24.56420135498047,24.564201
24.614246368408203,24.614246
24.664291381835938,24.664291
24.714336395263672,24.714336
24.764385223388672,24.764385
24.814430236816406,24.81443
24.86447525024414,24.864475
24.914520263671875,24.91452
24.964569091796875,24.96457
25.01461410522461,25.014614
25.064659118652344,25.06466
25.114704132080078,25.114704
25.164752960205078,25.164753
25.214797973632812,25.214798
25.264842987060547,25.264843
25.31488800048828,25.314888
25.36493682861328,25.364937
25.414981842041016,25.414982
25.46502685546875,25.465027
25.515071868896484,25.515072
25.565120697021484,25.56512
25.61516571044922,25.615166
25.665210723876953,25.66521
25.715255737304688,25.715256
25.765304565429688,25.765305
25.815349578857422,25.81535
25.865394592285156,25.865395
25.91543960571289,25.91544
25.96548843383789,25.965488
26.015533447265625,26.015533
26.06557846069336,26.065578
26.115623474121094,26.115623
26.165672302246094,26.165672
26.215717315673828,26.215717
26.265762329101562,26.265762
26.315807342529297,26.315807
26.365856170654297,26.365856
26.41590118408203,26.415901
26.465946197509766,26.465946
26.5159912109375,26.515991
26.5660400390625,26.56604
26.616085052490234,26.616085
26.66613006591797,26.66613
26.716175079345703,26.716175
26.766223907470703,26.766224
26.816268920898438,26.816269
26.866313934326172,26.866314
26.916358947753906,26.916359
26.966407775878906,26.966408
27.01645278930664,27.016453
27.066497802734375,27.066498
27.11654281616211,27.116543
27.16659164428711,27.166592
27.216636657714844,27.216637
27.266681671142578,27.266682
27.316726684570312,27.316727
27.366775512695312,27.366776
27.416820526123047,27.41682
27.46686553955078,27.466866
27.516910552978516,27.51691
27.566959381103516,27.56696
27.61700439453125,27.617004
27.667049407958984,27.66705
27.71709442138672,27.717094
27.76714324951172,27.767143
27.817188262939453,27.817188
27.867233276367188,27.867233
27.917278289794922,27.917278
27.967327117919922,27.967327
28.017372131347656,28.017372
28.06741714477539,28.067417
28.117462158203125,28.117462
28.167510986328125,28.167511
28.21755599975586,28.217556
28.267601013183594,28.267601
28.317646026611328,28.317646
28.367694854736328,28.367695
28.417739868164062,28.41774
28.467784881591797,28.467785
28.51782989501953,28.51783
28.56787872314453,28.567879
28.617923736572266,28.617924
28.66796875,28.667969
28.718013763427734,28.718014
28.768062591552734,28.768063
28.81810760498047,28.818108
28.868152618408203,28.868153
28.918197631835938,28.918198
28.968242645263672,28.968243
29.018291473388672,29.018291
29.068336486816406,29.068336
29.11838150024414,29.118382
29.168426513671875,29.168427
29.218475341796875,29.218475
29.26852035522461,29.26852
29.318565368652344,29.318565
29.368610382080078,29.36861
29.418659210205078,29.41866
29.468704223632812,29.468704
29.518749237060547,29.51875
29.56879425048828,29.568794
29.61884307861328,29.618843
29.668888092041016,29.668888
29.71893310546875,29.718933
29.768978118896484,29.768978
29.819026947021484,29.819027
29.86907196044922,29.869072
29.919116973876953,29.919117
29.969161987304688,29.969162
30.019210815429688,30.01921
30.069255828857422,30.069256
30.119300842285156,30.1193
30.16934585571289,30.169346
30.21939468383789,30.219395
30.269439697265625,30.26944
30.31948471069336,30.319485
30.369529724121094,30.36953
30.419578552246094,30.419579
30.469623565673828,30.469624
30.519668579101562,30.519669
30.569713592529297,30.569714
30.619762420654297,30.619762
30.66980743408203,30.669807
30.719852447509766,30.719852
30.7698974609375,30.769897
30.8199462890625,30.819946
30.869991302490234,30.869991
30.92003631591797,30.920036
30.970081329345703,30.970081
31.020130157470703,31.02013
31.070175170898438,31.070175
31.120220184326172,31.12022
31.170265197753906,31.170265
31.220314025878906,31.220314
31.27035903930664,31.270359
31.320404052734375,31.320404
31.37044906616211,31.37045
31.42049789428711,31.420498
31.470542907714844,31.470543
31.520587921142578,31.520588
31.570632934570312,31.570633
31.620681762695312,31.620682
31.670726776123047,31.670727
31.72077178955078,31.720772
31.770816802978516,31.770817
31.820865631103516,31.820866
31.87091064453125,31.87091
31.920955657958984,31.920956
31.97100067138672,31.971
32.02104949951172,32.02105
32.07109451293945,32.071095
32.12113952636719,32.12114
32.17118453979492,32.171185
32.22123336791992,32.221233
32.271278381347656,32.27128
32.32132339477539,32.321323
32.371368408203125,32.37137
32.421417236328125,32.421417
32.47146224975586,32.471462
32.521507263183594,32.521507
32.57155227661133,32.571552
32.62160110473633,32.6216
32.67164611816406,32.671646
32.7216911315918,32.72169
32.77173614501953,32.771736
32.82178497314453,32.821785
32.871829986572266,32.87183
32.921875,32.921875
32.971920013427734,32.97192
33.021968841552734,33.02197
33.07201385498047,33.072014
33.1220588684082,33.12206
33.17210388183594,33.172104
33.22214889526367,33.22215
33.27219772338867,33.272198
33.322242736816406,33.322243
33.37228775024414,33.372288
33.422332763671875,33.422333
33.472381591796875,33.47238
33.52242660522461,33.522427
33.572471618652344,33.57247
33.62251663208008,33.622517
33.67256546020508,33.672565
33.72261047363281,33.72261
33.77265548706055,33.772655
33.82270050048828,33.8227
33.87274932861328,33.87275
33.922794342041016,33.922794
33.97283935546875,33.97284
34.022884368896484,34.022884
34.072933197021484,34.072933
34.12297821044922,34.12298
34.17302322387695,34.173023
34.22306823730469,34.22307
34.27311706542969,34.273117
34.32316207885742,34.323162
34.373207092285156,34.373207
34.42325210571289,34.423252
34.47330093383789,34.4733
34.523345947265625,34.523346
34.57339096069336,34.57339
34.623435974121094,34.623436
34.673484802246094,34.673485
34.72352981567383,34.72353
34.77357482910156,34.773575
34.8236198425293,34.82362
34.8736686706543,34.87367
34.92371368408203,34.923714
34.973758697509766,34.97376
35.0238037109375,35.023804
35.0738525390625,35.073853
35.123897552490234,35.123898
35.17394256591797,35.173943
35.2239875793457,35.223988
35.2740364074707,35.274036
35.32408142089844,35.32408
35.37412643432617,35.374126
35.424171447753906,35.42417
35.474220275878906,35.47422
35.52426528930664,35.524265
35.574310302734375,35.57431
35.62435531616211,35.624355
35.67440414428711,35.674404
35.724449157714844,35.72445
35.77449417114258,35.774494
35.82453918457031,35.82454
35.87458801269531,35.874588
35.92463302612305,35.924633
35.97467803955078,35.974678
36.024723052978516,36.024723
36.074771881103516,36.07477
36.12481689453125,36.124817
36.174861907958984,36.174862
36.22490692138672,36.224907
36.27495574951172,36.274956
36.32500076293945,36.325
